number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_objective,params_subsample,params_tree_method,state
0,0.7933862463063078,0.001712739578776316,0.49694091952686237,logloss,0.07774750771200108,0.004092148655531777,11,249,binary:logistic,0.5299229059584099,gpu_hist,COMPLETE
1,0.8000390023429902,1.0513095299868613,0.6427252965954836,logloss,0.001999608805204746,0.02069637097355869,7,292,binary:logistic,0.7603410973011193,gpu_hist,COMPLETE
2,0.7956887124776203,0.08158283847491073,0.7672318682377769,logloss,0.003883186006464636,0.07584993496824509,20,232,binary:logistic,0.646152750828834,gpu_hist,COMPLETE
3,0.8014917564293186,0.003767318791651103,0.8219423040780911,logloss,0.07721129940664774,0.04801394702795,5,78,binary:logistic,0.6484904125489132,gpu_hist,COMPLETE
4,0.7930505751271915,7.836738715041083,0.5287995570731951,logloss,4.202743251452955,0.00815146850370113,5,292,binary:logistic,0.600816773890765,gpu_hist,COMPLETE
